SaleID,price
0,40449.44738817851
1,225.35055246075757
2,7259.426533842918
3,11984.842739282982
4,509.7090908534233
5,1665.8788204587854
6,4590.337176297484
7,9278.60649826118
8,4232.760934228276
9,2203.146894905408
10,3976.481870825676
11,6436.3574925025005
12,2457.90403812877
13,11229.506604452463
14,11977.943825938864
15,370.7553072393647
16,564.7111779415043
17,6513.453230107746
18,9295.236202903534
19,1340.0217353440462
20,4768.8338068482535
21,13335.856448842182
22,1342.08982429389
23,15424.857320832247
24,1474.0216362878461
25,6226.8824676877375
26,1460.497097971955
27,3852.474897182747
28,21522.502737333976
29,16987.305017431485
30,1473.0183581356928
31,266.01215717211795
32,4282.524354314088
33,2840.778190540669
34,3146.3980366374626
35,7275.556579790855
36,1009.6860951082317
37,4074.339320444241
38,25929.68375562907
39,1606.774936355796
40,14132.508271727538
41,4107.743844949909
42,16342.388602618832
43,25891.832959181316
44,8126.75988788462
45,2076.5818779316032
46,3060.078006991117
47,48012.02070698215
48,1036.0408665074426
49,35474.001637915826
50,5042.997459147334
51,10644.03368152998
52,1123.1701800401577
53,561.9861825965702
54,14084.206204870512
55,3978.4542845742017
56,694.3045159874616
57,2736.934211964813
58,1025.0063918186897
59,2197.0873449983683
60,9439.1338098262
61,2957.684679427426
62,1394.4921671125473
63,11125.706080027623
64,19989.15689990436
65,9970.306965917473
66,12988.697692740652
67,3376.823442593598
68,1289.552048056636
69,3079.231345338062
70,1630.6059496409162
71,512.5539551043021
72,1182.925104868937
73,21736.491504271253
74,214.7208364959942
75,1043.884162241841
76,2727.950995147028
77,5871.3978423410845
78,2719.8038893873972
79,4764.959941959527
80,2585.595723557417
81,9163.31608925379
82,14969.538227580486
83,509.51167198158896
84,4116.412627539818
85,3414.5795938808415
86,35964.11486350724
87,285.8571729748393
88,3069.5685780720573
89,3190.781313817156
90,899.8078294175352
91,7213.01525074687
92,6566.543570988157
93,788.9187761682763
94,11944.535285119748
95,208.59018895034637
96,13568.094765983982
97,8697.623105281653
98,361.6556109728714
99,304.8729871248558
100,470.19784626518106
101,4167.111409756864
102,1561.146649615559
103,2866.8254084640926
104,4324.337317995011
105,897.482139255414
106,2200.8276250895165
107,556.1381674371856
108,7725.394906892727
109,2191.3903877330695
110,3769.187735442032
111,11721.570359611853
112,10941.760875365313
113,1754.5307032536562
114,1252.723053780371
115,2405.9492667107597
116,6591.301114008145
117,2745.7167553355466
118,21218.77769828584
119,9782.195655661686
120,15295.567843956285
121,1434.7720532907572
122,7141.250497421606
123,128.7980875368739
124,14403.296820801692
125,3937.548352654944
126,2086.557251140925
127,15296.148762550218
128,31223.355111510486
129,2938.0742812510207
130,3599.9614652094983
131,812.2698597749886
132,4260.918504513476
133,6676.982516260383
134,16297.665306037034
135,1230.0017309359314
136,1394.1856827281858
137,2865.210119193507
138,6668.789931123612
139,968.9893504667048
140,1371.641125500852
141,2207.130175647434
142,9602.992578801097
143,5497.709702051056
144,1036.317446301357
145,1809.754924506307
146,6982.34971189056
147,1317.6849105044757
148,2497.191293638649
149,777.5804986208223
150,3826.7084626894984
151,7242.069962939153
152,505.6490807690076
153,1081.7494606559226
154,18767.2485533593
155,2698.5926831633315
156,373.30875500358144
157,5497.009004326273
158,1138.8741819011943
159,9485.468674161695
160,46719.40876565609
161,904.2998360666568
162,735.9059577986167
163,768.1818293941435
164,4662.621798329054
165,3712.0576091766816
166,6512.4919153513465
167,2711.8617274760986
168,4664.7325139670265
169,2269.2679920720802
170,3136.4013052586192
171,3920.40795632396
172,1498.308358524098
173,6019.694564198433
174,2404.209071329965
175,546.0714669954964
176,23165.449031230833
177,223.25224917711492
178,1943.5335731964628
179,2913.1640688916573
180,972.5337913558803
181,1457.4441542928062
182,6624.706355788245
183,1126.8283066153595
184,411.028008101743
185,8913.477844276602
186,2628.6146887875325
187,17056.022843474886
188,3035.575460070707
189,5482.449523818597
190,5753.097564552943
191,111.17264621749271
192,1865.9755465570506
193,4177.826724647177
194,15461.488461958446
195,831.0880008944866
196,17131.96670105675
197,3045.862744091377
198,4342.521599960572
199,2666.7807915814174
200,2632.969599912326
201,10023.272567290232
202,2157.917869974832
203,450.07200805380756
204,3341.574286000414
205,913.5999737752994
206,12508.870261173224
207,1878.0885199365416
208,1306.0737460439364
209,2153.0604441095907
210,6661.992987149553
211,10495.650919171972
212,9808.211034128179
213,824.4159209818462
214,4274.439044353816
215,128.4828121655435
216,23347.74808962182
217,2726.369995533303
218,10968.27448702798
219,10419.40599970101
220,2050.653512796834
221,9024.386902445172
222,926.6479290271653
223,5837.356455774239
224,728.4982956269646
225,889.6529216093916
226,5460.768676701617
227,721.8395304803103
228,828.7888322411054
229,703.2276043746425
230,5012.237173419651
231,777.8649333795454
232,8873.897110876214
233,1753.0058633370822
234,778.8341853814749
235,2990.255689521987
236,662.0874990062766
237,1563.4310988960801
238,765.3569941015905
239,1222.847064193245
240,7808.569994193099
241,1836.3479860281418
242,7798.287105062243
243,3803.1164431266943
244,240.03114884512917
245,2239.6764027792487
246,2083.6553689081984
247,2708.1986504934657
248,1720.852859718263
249,3073.8491693314418
250,694.6865251886773
251,817.7684138972298
252,15072.8660726672
253,2539.2079392679216
254,4265.4573569181375
255,10443.455406960702
256,377.36974035008143
257,6867.554148268026
258,8468.00597879244
259,1802.4573983179944
260,10004.340869101963
261,2623.0778291195907
262,660.146420980597
263,4741.528480227156
264,788.2340833208796
265,1745.4391245010158
266,380.5807712651214
267,5161.129532255028
268,1322.9176363658476
269,13063.464242509282
270,980.582028174343
271,3899.3410202407927
272,27760.524286399435
273,24316.34452919974
274,689.9833359062588
275,168.0099874328211
276,2749.253841931766
277,12618.024406140643
278,38284.48895883441
279,7716.36993654475
280,3183.6800083208745
281,888.5710328122453
282,583.7473359024732
283,22705.651672285152
284,3881.111699309597
285,8139.4488082746675
286,16290.652465588919
287,762.7418211105235
288,1903.0528038679008
289,338.59203266985196
290,5082.24900940818
291,22097.328433647977
292,9021.607360760174
293,2989.7614829139943
294,14181.256108693096
295,1017.0406343195164
296,8762.983890569447
297,409.5478650414956
298,3747.144783017917
299,218.62649490161655
300,4473.120852980324
301,30301.71802103203
302,691.3892713045664
303,3836.4802458374343
304,918.4526107537499
305,2347.2187423487085
306,5226.89258536912
307,13740.210254322477
308,1295.5924581379434
309,1886.745304515562
310,1035.7287814379292
311,13952.404574942717
312,7738.2871469302045
313,7174.710288516679
314,509.40059783263155
315,2099.507542971445
316,21059.294033783764
317,17277.315866463374
318,6762.885675499108
319,17612.960048312074
320,3298.053202566756
321,2501.1841281520765
322,3704.0520184014085
323,10798.008267678288
324,948.1574891409987
325,1148.6302183220607
326,668.2831955898937
327,359.7562659695202
328,2019.1230289251457
329,7879.439414289094
330,10182.453224299868
331,287.9305563611096
332,53274.76113155351
333,3026.3499618658116
334,279.19856896325007
335,10389.764303775568
336,867.4424459930945
337,3641.0047255452637
338,12300.522747450565
339,3058.2733537990644
340,11179.206018342078
341,5682.701896468041
342,2713.475320280369
343,2673.17066088158
344,4089.776598157816
345,13671.020524650092
346,3601.323623089638
347,7152.921358555986
348,3216.8626777200325
349,1257.4148103593002
350,1814.9510959102395
351,21790.89668759337
352,12428.84522485334
353,793.8960978635432
354,2218.390329570678
355,14074.384800152084
356,1864.1593904414624
357,847.657399853671
358,13148.273522488898
359,6269.91262465373
360,4041.5524774627784
361,1584.2047004629167
362,2748.216948682373
363,18822.817266819773
364,979.7866573569875
365,12019.357800772555
366,6310.047712206727
367,28183.725394166002
368,1704.366564518487
369,1264.9853404264168
370,761.24408244929
371,10885.514844205014
372,1652.3805640658734
373,4524.925108780994
374,3998.372610564674
375,2399.5800859386522
376,785.9074053865131
377,7886.819587321936
378,11015.734948558698
379,2962.7915718515123
380,4600.23868432612
381,6058.171419208618
382,12087.971192833706
383,3957.833033529479
384,3460.9273787790553
385,1333.6384838211716
386,5464.678532292427
387,7143.450335206988
388,5744.87177885361
389,896.3183481333008
390,147.728302938559
391,1143.6359900837215
392,1285.7745987042479
393,2349.3099567201043
394,1897.024651159456
395,2495.888854985149
396,2341.887050060427
397,6962.179642748889
398,17590.52904400637
399,751.8325262400433
400,8690.856028683036
401,6841.052297552014
402,1151.6698539585443
403,1226.2375368751714
404,6699.909788827043
405,6553.638374725269
406,5240.312988488513
407,1832.7570239382424
408,10571.692226981786
409,16933.503038442497
410,10337.625019304262
411,4249.199784088678
412,3172.329182096135
413,5186.744342377417
414,13342.843094110596
415,9247.15738688107
416,16746.8051070726
417,1714.6260023411592
418,2240.8229596854053
419,1049.2960085105988
420,8653.459188765066
421,4678.913633029624
422,18781.380138478264
423,714.7472429070563
424,7569.859526071086
425,4099.117613824865
426,7861.6044031664405
427,410.7656473907964
428,13259.00262348821
429,6871.81492568178
430,2928.583636268859
431,1474.453983424717
432,698.8734971231728
433,9923.596018336402
434,3007.219043518936
435,40363.29443454268
436,489.23420741946194
437,773.2614943956132
438,1648.348825099693
439,977.659766642642
440,1433.6708934748676
441,369.3896122369191
442,3423.599111755955
443,3272.7571420505046
444,13304.317744739685
445,17520.108049042712
446,11480.397662201894
447,181.158149435999
448,14209.692308146068
449,23810.653520338106
450,5828.090426671753
451,1206.9717261929716
452,4925.667418330153
453,11361.15805487407
454,7179.303024897061
455,6936.01943118911
456,17965.10657521357
457,1417.4954251080255
458,10221.243369946375
459,10150.788562423288
460,4282.302199444129
461,1547.7778392120194
462,8908.583517509369
463,3571.302266426468
464,6250.954036311098
465,11455.365485105895
466,1946.3905783286996
467,12449.3069655695
468,5642.341254400168
469,4372.367484344848
470,1692.8908977943242
471,4026.08616084623
472,10220.569205356924
473,3182.8038010789933
474,1116.6095450572795
475,708.7528021282087
476,848.2704761650771
477,5336.91554130521
478,732.1966740292473
479,1335.3014736587274
480,4918.33043179751
481,1418.932937649433
482,1175.136802927752
483,2570.8761204158523
484,1960.7597815722202
485,1506.7476965759504
486,800.2037086771195
487,1018.369887153349
488,990.17980479833
489,1014.1516400521036
490,8488.951886321373
491,10222.965858715985
492,4304.749159411604
493,4389.377931736999
494,15184.39420867199
495,7526.988808428369
496,2254.8985939826016
497,3912.243490484356
498,66871.02369641143
499,9881.51688165284
500,3716.5959196748254
501,9928.280163317546
502,9764.089185481462
503,14015.476534750702
504,2711.391391153947
505,4328.1813355656905
506,2460.0776225121613
507,1864.7411602383947
508,1309.6965873227746
509,8940.751848322658
510,3516.832264928537
511,1721.906653542698
512,6953.871332052909
513,991.455714919899
514,642.738945211586
515,1945.783916746373
516,919.6959166403301
517,983.7904218467395
518,1639.2252767150808
519,5329.089796948019
520,5782.738944062627
521,8817.962129702079
522,17174.615544850327
523,23644.124071727805
524,3169.82764286401
525,13556.976333756384
526,705.321035802943
527,1060.8393430870015
528,7992.394020889938
529,3101.8762585565783
530,7654.410424011021
531,6919.337895209241
532,7588.271941212082
533,1261.4344848267424
534,15002.477999881814
535,12407.033025240393
536,6396.072889619867
537,476.4022962921101
